9.614-9.773: hello
5251.605-5252.003: doing
5252.003-5252.322: for
5252.322-5252.562: the
5252.562-5253.062: human
5253.120-5253.280: species
5253.519-5253.758: and
5253.918-5253.998: i
5253.998-5254.317: wanted
5254.317-5254.396: to
5254.396-5254.636: know
5254.636-5254.795: what
5254.795-5255.035: you
5255.035-5255.194: think
5255.354-5255.434: like
5255.673-5255.833: where
5255.833-5256.072: you
5256.072-5256.311: see
5256.311-5256.811: humans
5257.109-5257.349: a
5257.349-5257.667: thousand
5257.667-5257.987: years
5257.987-5258.146: from
5258.146-5258.545: now
5258.545-5258.864: assuming
5258.864-5259.104: there
5259.104-5259.604: isn't
5259.742-5260.061: a
5260.061-5260.561: nuclear
5260.779-5261.098: situation
5261.098-5261.577: and
5261.577-5261.736: what
5261.736-5261.976: you
5261.976-5262.295: think
5262.295-5262.534: about
5262.694-5262.854: you
5262.854-5262.933: know
5263.172-5263.571: the
5263.571-5264.025: nuclear
5264.384-5264.543: situation
5264.543-5264.942: currently
5264.942-5265.182: in
5265.182-5265.682: non
5265.899-5266.059: proliferation
5266.139-5266.538: and
5266.538-5266.777: you
5266.777-5266.936: talk
5266.936-5267.096: a
5267.096-5267.495: lot
5267.495-5267.734: about
5267.814-5267.973: you
5267.973-5268.053: know
5268.292-5268.452: at
5268.452-5268.771: these
5268.771-5269.010: events
5269.010-5269.249: and
5269.249-5269.409: in
5269.409-5269.808: your
5269.808-5269.967: interviews
5270.127-5270.207: you
5270.207-5270.366: know
5270.765-5271.084: going
5271.084-5271.164: to
5271.323-5271.562: mars
5271.562-5271.802: in
5271.802-5272.121: order
5272.121-5272.440: to
5272.440-5272.940: safeguard
5273.158-5273.477: humanity
5273.796-5274.035: but
5274.035-5274.275: there's
5274.275-5274.434: a
5274.434-5274.514: lot
5274.514-5274.673: of
5274.673-5274.993: things
5274.993-5275.392: that
5275.392-5275.710: can
5275.710-5276.029: occur
5276.029-5276.269: that
5276.269-5276.508: could
5276.508-5276.667: affect
5276.667-5276.827: the
5276.827-5277.146: whole
5277.146-5277.600: solar
5277.719-5277.878: system
5278.117-5278.617: so
5278.674-5278.992: well
5278.992-5279.151: what
5279.151-5279.230: do
5279.230-5279.390: you
5279.390-5279.549: plan
5279.549-5279.708: to
5279.708-5279.946: do
5279.946-5280.185: about
5280.185-5280.583: that
5280.583-5280.821: as
5280.821-5281.060: well
5281.776-5281.935: the
5281.935-5282.094: whole
5282.094-5282.412: wholesaler
5282.412-5282.730: system
5286.628-5286.787: i
5286.787-5286.946: mean
5288.060-5288.139: well
5288.537-5288.616: look
5288.775-5288.935: i
5288.935-5289.173: think
5289.173-5289.673: the
5290.383-5290.623: if
5290.623-5290.782: if
5290.782-5290.862: we
5290.862-5291.102: can
5291.102-5291.181: just
5291.501-5291.899: if
5292.059-5292.139: i
5292.219-5292.298: i
5292.298-5292.458: do
5292.458-5292.618: think
5292.618-5292.777: that
5292.777-5292.857: there
5292.857-5293.017: is
5293.017-5293.256: an
5293.256-5293.756: important
5293.895-5294.214: threshold
5294.214-5294.714: where
5295.012-5295.171: if
5295.171-5295.411: we're
5295.411-5295.570: able
5295.570-5295.730: to
5295.730-5296.230: make
5297.086-5297.406: life
5297.406-5297.645: multi
5297.645-5298.145: planetary
5298.204-5298.284: meeting
5298.523-5298.602: like
5298.842-5299.082: that
5299.082-5299.241: you
5299.241-5299.560: can
5299.560-5299.720: get
5299.720-5299.800: to
5299.800-5299.959: the
5299.959-5300.279: point
5300.279-5300.358: on
5300.518-5300.917: mars
5300.917-5301.417: where
5301.715-5302.114: mars
5302.114-5302.354: can
5302.354-5302.593: grow
5302.593-5302.912: by
5302.912-5303.311: itself
5303.311-5303.710: even
5303.710-5303.949: if
5303.949-5304.449: this
5304.588-5304.827: resupply
5304.827-5305.146: shifts
5305.146-5305.226: from
5305.306-5305.680: earth's
5305.800-5306.040: stuff
5306.040-5306.359: coming
5306.998-5307.317: that's
5307.317-5307.557: the
5307.557-5308.057: critical
5308.275-5308.775: threshold
5308.834-5309.233: where
5309.233-5309.712: where
5309.712-5309.952: the
5309.952-5310.452: probable
5310.591-5310.830: lifespan
5310.830-5311.330: of
5311.389-5311.549: civilization
5311.549-5311.868: is
5311.868-5312.347: dramatically
5312.347-5312.667: greater
5314.343-5314.743: so
5314.743-5314.902: it's
5314.902-5315.222: not
5315.222-5315.381: enough
5315.381-5315.541: just
5315.541-5315.701: to
5315.701-5316.180: go
5316.180-5316.340: go
5316.340-5316.419: to
5316.499-5316.898: mars
5316.898-5317.058: and
5317.058-5317.218: have
5317.298-5317.537: like
5317.537-5317.777: a
5317.777-5318.096: small
5318.096-5318.336: base
5318.336-5318.496: or
5318.496-5318.735: something
5318.735-5318.895: like
5318.895-5318.975: that
5319.134-5319.294: you've
5319.294-5319.613: gotta
5319.613-5320.113: actually
5320.172-5320.672: have
5321.544-5321.943: enough
5321.943-5322.183: resources
5322.183-5322.263: on
5322.422-5322.821: mars
5322.821-5322.981: that
5322.981-5323.481: if
5324.178-5324.338: resupply
5324.338-5324.737: shifts
5324.737-5324.977: stuff
5324.977-5325.216: coming
5325.216-5325.455: for
5325.455-5325.695: any
5325.695-5326.014: reason
5326.413-5326.573: and
5326.573-5326.732: it
5326.732-5326.892: could
5326.892-5327.051: be
5327.051-5327.551: that
5327.690-5328.169: that
5328.169-5328.408: things
5328.408-5328.488: on
5328.648-5328.967: earth
5328.967-5329.207: ended
5329.207-5329.286: with
5329.286-5329.446: a
5329.446-5329.685: bang
5329.685-5329.845: or
5329.845-5330.004: a
5330.004-5330.244: whim
5330.882-5331.122: and
5331.122-5331.361: and
5331.361-5331.521: currently
5331.681-5331.840: it's
5331.840-5332.080: trending
5332.080-5332.159: to
5332.159-5332.659: end
5332.798-5333.037: it's
5333.037-5333.117: sort
5333.117-5333.356: of
5333.356-5333.856: tragic
5334.807-5335.045: currently
5335.205-5335.364: things
5335.364-5335.523: are
5335.523-5335.842: trending
5335.842-5336.081: to
5336.081-5336.241: end
5336.241-5336.400: with
5336.400-5336.639: a
5336.639-5336.958: whim
5336.958-5337.196: in
5337.196-5337.356: adult
5337.356-5337.674: diapers
5338.311-5338.471: because
5338.471-5338.630: the
5338.630-5338.790: lack
5338.790-5338.869: of
5338.869-5339.108: birth
5339.108-5339.268: rate
5340.144-5340.383: so
5342.693-5343.091: but
5343.091-5343.251: as
5343.251-5343.410: soon
5343.410-5343.569: as
5343.569-5343.729: we
5343.729-5343.888: can
5343.888-5344.047: make
5344.047-5344.127: the
5344.127-5344.366: life
5344.366-5344.685: multi
5344.685-5345.185: planetary
5345.322-5345.641: sustainably
5345.641-5345.959: multi
5345.959-5346.278: planetary
5346.357-5346.597: the
5346.597-5347.074: probable
5347.074-5347.314: lifespan
5347.314-5347.712: of
5347.712-5348.085: of
5348.523-5348.683: civilization
5348.683-5349.082: is
5349.082-5349.560: dramatically
5349.560-5349.879: greater
5352.510-5352.909: and
5352.909-5353.409: and
5353.627-5353.707: i
5353.707-5353.946: think
5353.946-5354.185: that's
5354.185-5354.424: really
5354.424-5354.583: the
5354.583-5355.083: fundamental
5355.142-5355.642: test
5355.780-5356.019: is
5356.019-5356.338: is
5356.338-5356.497: can
5356.497-5356.816: we
5356.816-5356.976: can
5356.976-5357.135: we
5357.135-5357.215: get
5357.215-5357.374: to
5357.374-5357.613: that
5357.613-5358.012: point
5358.012-5358.512: before
5358.730-5358.969: civilization
5358.969-5359.368: collapses
5360.340-5360.499: can
5360.499-5360.659: we
5360.659-5360.818: make
5360.818-5361.057: life
5361.057-5361.376: faulty
5361.376-5361.774: planet
5361.774-5362.172: sustainably
5362.172-5362.491: multi
5362.491-5362.991: planetary
5363.607-5364.107: before
5364.563-5364.882: something
5364.882-5365.121: happened
5365.121-5365.360: on
5365.360-5365.599: earth
5365.599-5365.918: to
5365.918-5366.077: prevent
5366.077-5366.237: that
5366.237-5366.555: from
5366.555-5366.794: occurring
5367.352-5367.512: and
5367.512-5367.671: if
5367.671-5367.831: we
5367.831-5367.990: do
5368.069-5368.309: the
5368.309-5368.468: future
5368.468-5368.787: is
5368.787-5369.026: exciting
5369.026-5369.185: and
5369.185-5369.265: bright
5369.504-5369.583: and
5369.663-5369.902: mars
5369.902-5370.141: may
5370.141-5370.380: one
5370.380-5370.880: day
5371.257-5371.417: come
5371.417-5371.576: back
5371.576-5371.815: and
5371.815-5372.054: save
5372.054-5372.293: earth
5373.105-5373.265: just
5373.265-5373.424: like
5373.584-5374.064: america
5374.064-5374.224: came
5374.224-5374.464: back
5374.464-5374.623: and
5374.623-5374.863: saved
5374.943-5375.443: europe
5375.823-5375.982: and
5375.982-5376.222: saved
5376.222-5376.382: the
5376.382-5376.462: rest
5376.462-5376.542: of
5376.542-5376.702: the
5376.702-5376.862: world
5377.582-5377.821: three
5377.821-5378.221: times
5378.221-5378.460: last
5378.460-5378.860: century
5379.820-5380.140: three
5380.140-5380.379: times
5382.618-5382.857: three
5382.857-5383.097: times
5383.257-5383.577: america
5383.577-5383.816: saved
5383.816-5383.977: the
5383.977-5384.216: world
5384.216-5384.456: last
5384.456-5384.856: century
5386.390-5386.629: and
5386.629-5386.789: and
5386.789-5387.108: what
5387.108-5387.428: what
5387.428-5387.508: what
5387.508-5387.827: a
5387.827-5388.146: disaster
5388.146-5388.227: would
5388.227-5388.306: have
5388.306-5388.546: been
5388.546-5388.786: if
5388.786-5389.025: if
5389.025-5389.105: if
5389.265-5389.664: america
5389.664-5389.904: not
5389.904-5390.223: existed
5391.182-5391.421: and
5391.421-5391.581: one
5391.581-5391.741: day
5392.140-5392.460: mars
5392.460-5392.939: may
5392.939-5393.179: may
5393.179-5393.338: play
5393.338-5393.498: that
5393.498-5393.738: same
5393.738-5394.217: role
5394.217-5394.457: on
5394.457-5394.616: earth
5400.139-5400.299: good
5400.299-5400.458: evening
5400.618-5400.936: mister
5401.016-5401.255: musk
5401.653-5401.813: i
5401.813-5402.052: just
5402.052-5402.371: wanted
5402.371-5402.871: to
5403.167-5403.667: ask
5403.726-5403.885: as
5403.885-5404.124: a
5404.124-5404.523: citizen
5404.523-5404.602: of
5404.602-5404.762: the
5404.841-5405.001: united
5405.240-5405.638: states
5405.638-5405.718: and
5405.718-5405.877: the
5406.037-5406.276: united
5406.435-5406.754: kingdom
5407.630-5407.949: if
5407.949-5408.268: you
5408.268-5408.427: could
5408.427-5408.587: get
5408.746-5408.985: donald
5409.145-5409.623: trump
5409.623-5409.862: to
5409.862-5410.362: pressure
5410.818-5410.977: the
5411.137-5411.456: united
5411.535-5411.934: kingdom
5411.934-5412.093: and
5412.093-5412.173: the
5412.332-5412.810: eu
5412.810-5412.890: to
5412.890-5413.129: get
5413.129-5413.448: you
5413.448-5413.528: into
5413.528-5413.846: those
5413.846-5414.220: summit
5414.340-5414.499: to
5414.499-5414.738: get
5414.738-5415.057: more
5415.296-5415.774: american
5415.774-5416.274: businesses
5416.731-5416.890: into
5416.890-5417.209: europe
5417.209-5417.369: and
5417.369-5417.528: not
5417.528-5417.688: to
5417.688-5418.188: be
5418.405-5418.803: so
5418.803-5419.202: aggressive
5420.716-5420.876: well
5421.274-5421.434: i
5421.434-5421.593: think
5421.593-5421.752: there's
5423.346-5423.506: this
5423.506-5423.585: some
5423.585-5423.825: weird
5423.825-5423.984: things
5423.984-5424.223: going
5424.223-5424.303: on
5424.303-5424.462: in
5424.542-5424.781: europe
5426.614-5427.013: and
5428.465-5428.865: there's
5428.865-5429.025: there's
5429.025-5429.105: a
5429.105-5429.265: lot
5429.265-5429.345: of
5429.505-5429.585: i
5429.585-5429.745: mean
5430.705-5430.865: although
5431.025-5431.105: you
5431.105-5431.185: know
5431.345-5431.505: we've
5431.505-5431.585: got
5431.585-5431.745: a
5431.745-5431.825: quite
5431.825-5431.905: a
5431.905-5432.065: lot
5432.065-5432.225: of
5432.225-5432.705: bureaucracy
5432.705-5432.785: here
5432.945-5433.105: but
5433.105-5433.185: in
5433.265-5433.345: europe
5433.505-5433.665: they've
5433.665-5433.985: got
5433.985-5434.145: country
5434.145-5434.465: level
5434.465-5434.965: bureaucracy
5435.185-5435.265: and
5435.265-5435.505: then
5435.505-5435.745: they've
5435.745-5436.065: got
5436.145-5436.645: eu
5436.785-5437.285: bureaucracy
5437.425-5437.665: on
5437.665-5437.745: top
5437.745-5437.985: of
5437.985-5438.065: that
5438.945-5439.105: you
5439.105-5439.185: know
5439.425-5439.505: i
5439.505-5439.585: mean
5439.745-5439.905: the
5440.065-5440.545: eu
5440.545-5440.865: headquarters
5440.865-5441.345: in
5441.345-5441.425: in
5441.505-5441.825: brussels
5441.825-5441.985: is
5441.985-5442.225: a
5442.225-5442.625: monument
5442.625-5442.785: to
5442.785-5443.285: bureaucracy
5443.840-5444.000: so
5444.000-5444.160: to
5444.160-5444.400: really
5444.400-5444.560: next
5444.560-5444.800: level
5447.600-5447.680: you
5447.680-5447.760: know
5447.920-5448.420: and
5448.640-5448.720: and
5448.720-5448.880: they
5448.880-5448.960: don't
5449.120-5449.620: they
5449.680-5450.160: they
5450.160-5450.480: unlike
5450.720-5450.960: america
5451.040-5451.280: they
5451.280-5451.440: they
5451.440-5451.680: don't
5451.680-5451.840: have
5451.840-5452.000: a
5452.000-5452.320: first
5452.320-5452.560: amendment
5452.880-5453.040: you
5453.040-5453.440: don't
5453.440-5453.760: actually
5453.760-5454.260: have
5454.960-5455.200: freedom
5455.200-5455.360: of
5455.360-5455.575: speech
5455.855-5456.015: in
5456.174-5456.414: europe
5458.332-5458.832: so
5460.169-5460.329: you
5460.329-5460.489: know
5460.809-5461.309: but
5461.368-5461.607: we're
5461.607-5461.768: kind
5461.768-5461.927: of
5461.927-5462.167: like
5462.167-5462.667: a
5462.726-5463.046: pretty
5463.046-5463.546: rare
5464.244-5464.564: situation
5464.564-5464.804: having
5464.804-5465.043: freedom
5465.043-5465.283: of
5465.283-5465.523: speech
5466.322-5466.822: so
5467.360-5467.680: it'll
5467.840-5467.919: like
5467.999-5468.239: this
5468.239-5468.559: crazy
5468.559-5468.798: stuff
5468.798-5469.118: happening
5469.118-5469.438: in
5469.438-5469.757: in
5469.757-5469.837: in
5469.837-5469.917: the
5470.237-5470.477: uk
5470.477-5470.977: where
5471.770-5471.930: people
5471.930-5472.010: are
5472.010-5472.410: getting
5473.210-5473.290: like
5473.450-5473.530: two
5473.610-5473.850: three
5473.850-5474.170: year
5474.170-5474.490: prison
5474.490-5474.970: sentences
5474.970-5475.210: for
5475.370-5475.770: facebook
5475.770-5475.930: posts
5479.690-5479.850: yeah
5480.090-5480.170: like
5480.410-5480.490: i'm
5480.490-5480.650: like
5480.810-5480.890: i
5481.370-5481.450: i
5481.450-5481.610: don't
5481.610-5481.690: think
5481.770-5481.850: i
5481.850-5482.010: should
5482.010-5482.170: go
5482.170-5482.670: to
5483.210-5483.370: you
5483.370-5483.530: know
5483.930-5483.985: you
5484.582-5485.060: visit
5485.060-5485.538: visit
5485.618-5486.118: britain
5486.255-5486.334: because
5486.494-5486.653: i
5486.653-5486.732: might
5486.892-5487.051: they're
5487.051-5487.210: gonna
5487.370-5487.449: like
5488.086-5488.326: drag
5488.326-5488.565: out
5488.565-5489.065: some
5489.122-5489.281: to
5489.440-5489.520: you
5489.520-5489.680: know
5489.839-5490.078: tweet
5490.078-5490.396: and
5490.396-5490.635: say
5491.113-5491.273: two
5491.273-5491.432: years
5491.432-5491.591: in
5491.591-5491.910: prison
5491.910-5491.989: for
5491.989-5492.228: this
5492.228-5492.387: tweet
5492.387-5492.467: or
5492.467-5492.786: something
5492.786-5493.024: bullshit
5493.024-5493.184: like
5493.184-5493.343: that
5493.502-5493.582: you
5493.582-5493.662: know
5494.697-5494.936: so
5494.936-5495.016: anyway
5495.175-5495.254: i
5495.254-5495.414: think
5495.573-5495.653: i
5495.653-5495.892: think
5495.892-5496.370: this
5496.449-5496.529: you
5496.529-5496.688: know
5497.246-5497.325: it's
5497.405-5497.644: trump
5497.644-5497.962: elected
5497.962-5498.042: we
5498.042-5498.122: got
5498.440-5498.520: we
5498.520-5498.679: can
5498.679-5498.759: put
5498.759-5498.918: us
5498.918-5499.078: stuff
5499.078-5499.157: to
5499.157-5499.396: that
5499.396-5499.555: stuff
5499.810-5499.890: and
5499.890-5499.969: say
5500.049-5500.129: like
5500.528-5500.688: no
5500.688-5500.768: way
5501.885-5501.965: no
5502.124-5502.284: no
5504.040-5504.279: nope
5507.711-5508.031: no
5508.031-5508.430: throwing
5508.430-5508.589: people
5508.589-5508.829: in
5508.829-5509.148: prison
5509.148-5509.648: for
5509.866-5510.366: for
5510.425-5510.824: random
5510.824-5511.144: social
5511.144-5511.462: media
5511.462-5511.622: posts
5511.782-5511.941: that's
5511.941-5512.441: crazy
5513.552-5513.632: yeah
5513.792-5514.110: it's
5514.110-5514.270: it's
5514.270-5514.430: happened
5514.430-5514.589: a
5514.589-5514.829: lot
5515.627-5515.706: no
5516.025-5516.105: i
5516.105-5516.185: mean
5516.265-5516.344: it's
5516.344-5516.504: so
5516.504-5516.903: crazy
5516.903-5516.982: in
5517.062-5517.301: britain
5517.301-5517.461: that
5517.461-5517.541: they
5517.541-5517.780: were
5517.780-5518.020: that
5518.020-5518.338: they
5518.658-5518.897: they
5518.897-5519.397: actually
5519.774-5520.274: have
5520.333-5520.833: released
5520.891-5521.210: convicted
5521.210-5521.450: pe
5521.450-5521.769: files
5521.769-5521.928: in
5521.928-5522.088: order
5522.088-5522.407: to
5522.407-5522.806: imprison
5522.806-5523.125: people
5523.125-5523.364: for
5523.364-5523.683: making
5523.683-5523.922: social
5523.922-5524.242: media
5524.242-5524.560: posts
5524.959-5525.119: that
5525.119-5525.199: is
5525.199-5525.439: a
5525.439-5525.598: real
5525.598-5525.837: thing
5525.837-5525.997: that
5525.997-5526.236: happened
5527.368-5527.606: insane
5529.121-5529.360: yeah
5530.158-5530.237: how
5530.237-5530.317: are
5530.317-5530.477: you
5530.477-5530.556: are
5530.795-5530.875: i'm
5530.875-5531.034: a
5531.034-5531.433: medical
5531.433-5531.672: student
5532.628-5533.107: unfortunately
5533.904-5534.404: radical
5534.542-5535.020: ideology
5535.020-5535.498: including
5535.498-5535.737: gender
5535.737-5536.056: firming
5536.056-5536.455: surgery
5536.933-5537.172: chest
5537.172-5537.412: feeding
5537.412-5537.651: as
5537.651-5537.730: they
5537.730-5537.890: call
5537.890-5538.049: it
5538.448-5538.607: it
5538.607-5538.926: has
5539.484-5539.644: infiltrate
5539.644-5539.803: our
5539.803-5540.281: curriculum
5541.732-5542.132: unfortunately
5542.292-5542.371: if
5542.371-5542.611: you
5542.611-5542.770: speak
5542.770-5543.270: out
5543.808-5543.968: yeah
5544.447-5544.686: they're
5544.686-5544.926: grave
5544.926-5545.426: consequences
5545.644-5545.804: i
5545.804-5545.884: have
5545.884-5546.043: to
5546.043-5546.203: meet
5546.203-5546.363: in
5546.363-5546.602: private
5546.602-5546.762: with
5546.762-5546.921: like
5546.921-5547.421: minded
5547.480-5547.560: individuals
5547.560-5547.879: to
5547.879-5548.119: discuss
5548.119-5548.199: this
5548.678-5548.837: i'm
5548.837-5549.157: worried
5549.157-5549.316: about
5549.316-5549.556: the
5549.556-5549.795: health
5549.795-5549.955: of
5549.955-5550.274: our
5550.274-5550.594: patients
5550.594-5550.753: and
5550.753-5550.993: our
5550.993-5551.312: citizens
5551.711-5551.951: and
5551.951-5552.190: more
5552.190-5552.430: importantly
5552.510-5552.669: the
5552.669-5552.989: general
5552.989-5553.148: trust
5553.148-5553.228: in
5553.228-5553.388: the
5553.388-5553.707: medical
5553.707-5554.026: system
5554.266-5554.426: yes
5555.318-5555.478: as
5555.478-5555.797: a
5555.797-5556.196: society
5556.435-5556.595: how
5556.595-5556.675: do
5556.675-5556.915: we
5556.915-5556.994: push
5556.994-5557.233: out
5557.233-5557.553: these
5557.553-5558.031: ideologies
5558.510-5558.830: but
5558.830-5559.229: also
5560.665-5560.904: but
5560.904-5561.303: also
5562.261-5562.420: i
5562.420-5562.660: guess
5563.617-5564.117: prevent
5564.415-5564.575: you
5564.575-5564.654: know
5564.894-5565.053: speak
5565.053-5565.292: out
5565.292-5565.452: and
5565.452-5565.771: have
5565.771-5566.011: freedom
5566.011-5566.170: of
5566.170-5566.670: speech
5567.128-5567.607: without
5567.607-5567.926: facing
5567.926-5568.085: the
5568.085-5568.245: fear
5568.245-5568.745: of
5568.883-5569.043: retribution
5572.015-5572.255: well
5573.935-5574.175: elect
5574.175-5574.335: trump
5574.495-5574.975: honestly
5576.095-5576.495: the
5576.495-5576.995: the
5577.295-5577.455: the
5577.455-5577.615: problem
5577.615-5577.775: is
5577.775-5578.015: that
5578.015-5578.255: that
5578.255-5578.415: the
5578.415-5578.915: government
5579.135-5579.375: institutions
5581.055-5581.295: and
5581.295-5581.795: under
5582.175-5582.675: the
5583.055-5583.135: you
5583.135-5583.295: know
5583.375-5583.875: formally
5584.509-5584.986: liberal
5584.986-5585.486: left
5586.340-5586.579: are
5586.579-5586.977: pushing
5586.977-5587.477: for
5587.773-5587.932: censorship
5588.410-5588.489: you
5588.489-5588.648: know
5588.808-5588.967: under
5588.967-5589.206: the
5589.206-5589.445: guise
5589.445-5589.843: of
5589.843-5590.161: of
5590.161-5590.480: something
5590.480-5590.719: being
5590.719-5591.037: hate
5591.037-5591.435: speech
5591.435-5591.753: or
5591.753-5592.253: being
5592.550-5592.948: the
5592.948-5593.186: their
5593.186-5593.426: favorite
5593.426-5593.585: word
5594.381-5594.540: disinformation
5595.496-5595.814: find
5595.814-5596.212: hilarious
5596.212-5596.665: when
5596.864-5596.944: you
5596.944-5597.023: know
5597.183-5597.581: cnn
5597.581-5597.899: was
5597.899-5598.138: complaining
5598.138-5598.297: and
5598.297-5598.457: saying
5598.457-5598.616: that
5598.696-5598.855: i'm
5599.014-5599.094: i'm
5599.094-5599.413: pushing
5599.413-5599.890: this
5599.890-5599.970: disinformation
5600.129-5600.289: i'm
5600.289-5600.368: like
5600.527-5600.686: are
5600.686-5600.846: you
5600.846-5601.084: kidding
5601.960-5602.439: cnn
5602.996-5603.155: look
5603.155-5603.235: in
5603.235-5603.474: the
5603.474-5603.712: mirror
5605.942-5606.340: should
5606.340-5606.659: rename
5606.659-5606.818: himself
5606.977-5607.296: dna
5607.535-5608.013: this
5608.013-5608.172: disinformation
5608.172-5608.411: news
5608.411-5608.730: network
5610.243-5610.720: it's
5610.720-5611.119: nonstop
5611.119-5611.278: bullshit
5613.362-5613.862: so
5614.079-5614.238: you
5614.238-5614.317: know
5614.477-5614.874: but
5614.874-5615.193: but
5615.193-5615.511: it
5615.511-5615.591: obviously
5615.670-5615.830: it
5615.830-5615.989: should
5615.989-5616.307: be
5616.864-5617.103: okay
5617.103-5617.421: to
5617.421-5617.660: debate
5617.660-5617.899: things
5619.172-5619.252: you
5619.252-5619.411: know
5619.491-5619.650: were
5619.730-5619.809: you
5619.809-5619.889: know
5619.968-5620.207: words
5620.207-5620.366: are
5620.366-5620.525: not
5620.525-5620.923: violence
5621.560-5621.719: there's
5621.719-5621.799: a
5621.799-5622.038: big
5622.038-5622.356: difference
5622.913-5623.152: and
5623.152-5623.391: and
5623.391-5623.550: we
5623.550-5624.050: need
5624.266-5624.425: we
5624.425-5624.664: need
5624.664-5624.903: the
5624.903-5624.982: sort
5624.982-5625.435: of
5625.714-5625.874: you
5625.874-5625.954: need
5625.954-5626.113: to
5626.113-5626.273: help
5626.273-5626.592: to
5626.592-5626.832: to
5626.832-5626.912: speak
5626.912-5627.151: your
5627.151-5627.470: mind
5627.470-5627.710: and
5627.710-5627.870: say
5627.870-5628.029: what
5628.029-5628.109: you
5628.109-5628.508: want
5628.508-5629.008: without
5629.705-5629.785: you
5629.785-5629.945: know
5630.184-5630.684: severe
5630.743-5631.062: repercussions
5631.701-5632.100: but
5632.498-5632.658: but
5632.658-5632.818: there
5632.818-5633.058: is
5633.058-5633.137: there
5633.137-5633.217: is
5633.217-5633.297: a
5633.855-5633.935: i
5633.935-5634.015: mean
5634.175-5634.334: it's
5634.334-5634.574: it's
5634.574-5634.654: wild
5634.893-5635.132: but
5635.212-5635.532: like
5635.532-5635.851: prominent
5635.931-5636.250: democrats
5636.410-5636.729: multiple
5636.729-5637.048: times
5637.048-5637.208: have
5637.208-5637.447: said
5637.447-5637.926: the
5637.926-5638.086: constitution
5638.086-5638.380: is
5638.499-5638.580: is
5638.580-5638.819: an
5638.819-5639.319: obstacle
5639.458-5639.778: that
5639.778-5640.018: they
5640.018-5640.337: want
5640.337-5640.577: to
5640.577-5640.736: get
5640.736-5640.816: rid
5640.816-5640.976: of
5640.976-5641.136: the
5641.136-5641.456: first
5641.456-5641.695: amendment
5642.733-5642.814: they
5642.973-5643.213: and
5643.213-5643.373: and
5643.373-5643.612: they
5643.612-5643.772: they
5643.772-5643.852: will
5643.852-5644.091: if
5644.091-5644.251: they
5644.251-5644.491: can
5646.967-5647.467: so
5648.245-5648.405: you
5648.405-5648.485: know
5648.565-5648.884: it's
5648.884-5649.044: insane
5649.843-5649.923: you
5649.923-5650.002: know
5650.242-5650.642: i
5650.642-5650.801: and
5650.881-5650.961: i
5650.961-5651.281: strongly
5651.281-5651.440: believe
5651.520-5651.600: you
5651.600-5651.680: know
5651.760-5651.895: with
5652.015-5652.175: respect
5652.175-5652.334: to
5652.414-5652.574: you
5652.574-5652.654: know
5652.734-5652.894: any
5653.053-5653.293: any
5653.293-5653.373: kind
5653.373-5653.533: of
5653.533-5653.773: gender
5653.773-5654.092: surgeries
5654.092-5654.172: they
5654.172-5654.411: should
5654.411-5654.491: not
5654.651-5655.050: or
5655.050-5655.210: there
5655.210-5655.450: should
5655.450-5655.609: not
5655.609-5655.690: be
5655.690-5656.009: any
5656.009-5656.329: permanent
5656.329-5656.728: changes
5656.728-5656.888: to
5656.888-5657.207: children
5657.367-5657.527: this
5657.527-5657.766: is
5657.766-5658.246: crazy
5662.399-5662.639: a
5662.639-5662.958: child
5662.958-5663.458: cannot
5663.518-5663.837: consent
5665.770-5665.850: you
5665.850-5666.010: know
5666.090-5666.410: it's
5666.410-5666.490: like
5666.650-5666.810: if
5666.810-5666.890: if
5666.890-5667.050: you
5667.050-5667.130: need
5667.130-5667.210: to
5667.210-5667.530: be
5667.530-5667.690: eighteen
5667.690-5667.850: to
5667.850-5667.930: have
5667.930-5668.170: a
5668.170-5668.570: tattoo
5668.730-5668.890: well
5668.970-5669.210: then
5669.690-5669.850: i
5669.850-5670.010: think
5670.010-5670.170: you
5670.170-5670.250: need
5670.250-5670.410: to
5670.410-5670.810: be
5670.810-5670.970: eighteen
5670.970-5671.130: to
5671.130-5671.530: have
5671.690-5671.770: you
5671.770-5671.930: know
5672.250-5672.410: to
5672.410-5672.730: be
5672.810-5672.890: you
5672.890-5673.050: know
5673.370-5673.870: sterilized
5674.970-5675.370: at
5675.370-5675.770: at
5675.770-5675.930: at
5675.930-5676.170: least
5676.730-5676.970: you
5676.970-5677.290: between
5677.290-5677.530: twenty
5677.530-5677.690: one
5677.690-5677.850: to
5677.850-5678.330: have
5678.330-5678.490: alcohol
5679.144-5679.304: so
5679.304-5679.383: this
5679.383-5679.463: should
5679.623-5679.861: it
5679.861-5679.941: it
5679.941-5680.180: should
5680.180-5680.419: be
5680.419-5680.738: illegal
5680.738-5681.057: to
5681.934-5682.252: take
5682.252-5682.730: actions
5682.730-5683.230: of
5683.846-5684.085: on
5684.085-5684.324: on
5684.324-5684.723: children
5684.723-5685.042: that
5685.042-5685.281: that
5685.281-5685.781: permanently
5685.918-5686.078: affect
5686.078-5686.396: their
5686.396-5686.476: future
5686.635-5686.795: and
5686.795-5686.954: they
5686.954-5687.352: may
5687.352-5687.592: they
5687.592-5687.831: may
5687.831-5688.331: subsequently
